company,sentence,predicted_esg,semantic_score
sap-2023-integrated-report.pdf,"juergen mueller chief technology officer joined sap: 2013 appointed to the executive board: 2019 current executive board term expires: 2024 nationality: german year of birth: 1982 8/324 [page 9] sap integrated report 2023 to our combined management consolidated financial further information about additional stakeholders report statements ifrs sustainability information scott russell customer success joined sap: 2010 appointed to the executive board: 2021 current executive board term expires: 2027 nationality: australian year of birth: 1973 other board memberships: board of directors, qualtrics international inc, provo, ut, usa thomas saueressig sap product engineering joined sap: 2004 appointed to the executive board: 2019 current executive board term expires: 2025 nationality: german year of birth: 1985 other board memberships: board of directors, nokia corporation, espoo, finland gina vargiu-breuer chief people officer, labor relations director joined sap: 2024 appointed to the executive board: 2024 current executive board term expired: 2027 nationality: german year of birth: 1975 julia white chief marketing & solutions officer joined sap: 2021 appointed to the executive board: 2021 current executive board term expires: 2027 nationality: u.s.",G,0.271173314250933
sap-2023-integrated-report.pdf,"10/324 [page 11] sap integrated report 2023 to our combined management consolidated financial further information about additional stakeholders report statements ifrs sustainability information sap stock versus major indices (january 2, 2023, to december 29, 2023) sap stock (xetra) dax40 performanceindex (xetra) nasdaq-100 index 160% 150% 140% 130% 120% 110% 100% 90% jan feb mar apr may jun jul jul aug sep oct nov dec 1.",G,0.29166075558106563
sap-2023-integrated-report.pdf,"throughout the year, members of the executive board of sap se and the investor relations (ir) team discussed our latest strategy, its execution and business development, and how sap was helping customers meet the many challenges faced by companies today, with institutional investors, analysts, and private investors worldwide.",G,0.2943317291177471
sap-2023-integrated-report.pdf,"we continued our dialogue with investors, focusing on environmental, social, and governance (esg) topics and providing them with insights into our sustainability policies and products.",E,0.3446019884478174
sap-2023-integrated-report.pdf,sap’s leadership in this area has been recognized by leading sustainability rating organizations.,E,0.3260128702226085
sap-2023-integrated-report.pdf,shareholders 11/324 [page 12] sap integrated report 2023 to our combined management consolidated financial further information about additional stakeholders report statements ifrs sustainability information can reach the ir team directly by telephone hotline and by e-mail at investor@sap.com.,G,0.2629760187647317
sap-2023-integrated-report.pdf,"14/324 [page 15] sap integrated report 2023 to our combined management consolidated financial further information about additional stakeholders report statements ifrs sustainability information report by the supervisory board dear shareholders, in the following, we would like to inform you about the work of the supervisory board in the fiscal year 2023.",G,0.31304067341971686
sap-2023-integrated-report.pdf,"collaboration between the supervisory board and the executive board in the past fiscal year, the supervisory board of sap se discharged the duties imposed on it by the law and by the company’s articles of incorporation.",G,0.40905073244197765
sap-2023-integrated-report.pdf,it advised the executive board on an ongoing basis with regard to the running of the company and it scrutinized and monitored the work of management.,G,0.34291461075823587
sap-2023-integrated-report.pdf,"the supervisory board received regular, full, and timely reports from the executive board, both from members in person and in written documents.",G,0.3144552704527566
sap-2023-integrated-report.pdf,the supervisory board was also in regular exchange with senior internal officers through its various committees.,G,0.3617734176149138
sap-2023-integrated-report.pdf,"this ensured that we were always up to date, even between meetings, on the company’s strategy, planning, business performance, risks, risk management, compliance (in other words, adherence to laws, to the company's articles of incorporation, and to internal policies), and on transactions of special significance for sap.",G,0.31810029225131603
sap-2023-integrated-report.pdf,"in its reports, the executive board also informed us in particular where business deviated from plan or target, and why.",G,0.3098638650656549
sap-2023-integrated-report.pdf,we questioned and probed the executive board’s reports to satisfy ourselves that the information it gave us was plausible.,G,0.30120265453735934
sap-2023-integrated-report.pdf,the executive board fully met our requirements when it came to providing information.,G,0.33459741852171565
sap-2023-integrated-report.pdf,"in addition, the supervisory board chairperson and the ceo were in continuous contact, which meant the supervisory board chairperson was always apprised without delay of all important events that were significant for assessing sap’s situation and progress or for the management and governance of the company.",G,0.2762878534415161
sap-2023-integrated-report.pdf,"moreover, the chairperson of the supervisory board and the ceo regularly discussed matters related to sap’s strategy, business performance, risk position, risk management, and compliance.",G,0.4305930729374794
sap-2023-integrated-report.pdf,"transactions that were submitted to us because they required the approval of the supervisory board whether by law, the articles of incorporation, or the supervisory board’s list of transactions requiring its consent, were approved by us after detailed examination and discussion with the executive board.",G,0.30991995303633246
sap-2023-integrated-report.pdf,"supervisory board meetings and resolutions in the past fiscal year, the supervisory board of sap se held four ordinary meetings and three extraordinary meetings at which we deliberated and resolved on all matters of relevance to the company.",G,0.27754786582848545
DHL-Group-2023-ESG-Presentation.pdf,[page 1] for internal use 2023 sustainability connecting people.,E,0.3854668434579932
DHL-Group-2023-ESG-Presentation.pdf,"3 [page 4] the group sustainability in figures 295 aircraft 594,000 employees globally 12,260 locations of which 123,400 vehicles 4,900 apprentices and trainees 60 %certified in accordance with iso of which 14001 & 500011 36,200 e-vehicles €27 bnin staff costs 3 international hubs in leipzig (de), cincinnati (us) and hong kong 25,000 bicycles of which 1 headquarters in bonn, germany 14,000 5,500 e-trikes, e-bikes 33.27 m metric tons co e footprint 2 1 also includes locations that are only certified according to one iso.",E,0.3086536523593456
DHL-Group-2023-ESG-Presentation.pdf,"4 [page 5] for internal use anchoring sustainability in our daily operations through the esg roadmap social corporate approach environment responsibility governance outlook [page 6] approach delivering excellence in a digital world a world powered by logistics –dhl group, powered by people dhl group connects people and markets and is an enabler of global trade.",E,0.26087638709683536
DHL-Group-2023-ESG-Presentation.pdf,"7 [page 8] approach strong strategies, sustainable measures 2019 long-term, sustainability-focused value creation 2021 esg roadmap: 2015 certified training program to new climate protection goals set, communicate strategy, esg kpis fully integrated into our corporate culture and values finance systems, esg kpis incorporated into our 2003 esg reporting launched 2016 un sustainable development goals remuneration policies (sdgs) taken into account for the first 2006 un global compact signed time code of conduct introduced 2017 climate protection target set: net 2008 supplier code of conduct zero greenhouse gas emissions introduced by 2050 go programs launched 8 [page 9] approach the board of management the management board defines the sustainability strategy and targets.",E,0.42679617638869255
DHL-Group-2023-ESG-Presentation.pdf,"2025 appointed until june 2025 retnec etaroproc five divisions 9 [page 10] approach delivering sustainability relevant boards for sustainability issues supervisory board board of management control and central decision-making and sustainability focus consultation strategy and reporting and responsibility for topics management controlling strategy and sustainability operations global hr board global business it board finance board sustainability steering board board commercial board services board committee ongoing monitoring of climate and sustainable product employee matters compliance cybersecurity kpis the sustainability agenda environmental portfolio (gogreen) protection respect for human procurement data protection planning chair: ceo, cfo, chro1 rights occupational safety real estate it systems opportunity/risk finance and audit assessment committee sustainability materiality analysis advisory council reporting members from the sciences, business and politics chair: ceo1 chair: express1 chair: chro1 chair: ceo1 chair: ceo1 chair: cfo1 clean operations lksg2council information security steering committee esg change board working group committee thematic bodies deib3board commercialization ohs committee risk committee taskforce h&w4forum divisions: operational management of sustainability topics 1 chief executive officer, board of management members responsible for hr, finance and express.",E,0.34775239194427027
DHL-Group-2023-ESG-Presentation.pdf,"| 3 diversity, equity, inclusion and 10 belonging| 4 health & wellbeing.",S,0.5799431198996405
DHL-Group-2023-ESG-Presentation.pdf,[page 11] for internal use approach environmental and energy policy sustainable fuel policy1 sustainability is embedded human rights policy across the group statement corporate diversity & inclusion statement occupational health & safety policy statement supplier code of conduct health & wellbeing policy statement anti-corruption and business ethics policy1 cybersecurity policy data privacy policy the ten principles of the anchored through the requirements are further un global compact codes of conduct specified in our corporate policies 1 not available to the general public.,E,0.4192024119001247
DHL-Group-2023-ESG-Presentation.pdf,it is here that the group can make the most positive impact on the challenges presented by sustainable development.,E,0.3489162918416354
DHL-Group-2023-ESG-Presentation.pdf,4 quality education 5 gender equality 8 decent work and economic growth 11 sustainable cities and communities 13 climate action 17 partnerships for the goals 12 [page 13] for internal use approach high energy packaging and material usage 2021 materiality waste and recycling respect for human rights analysis esg standards in the supply chain the board of management and the water and wastewater supervisory board conduct regular analyses transportation of dangerous goods / on key sustainability-related issues.,E,0.4878149914521464
DHL-Group-2023-ESG-Presentation.pdf,external hazardous substances perspectives are contributed by the product/service quality sustainability advisory council.,E,0.30046524378205974
DHL-Group-2023-ESG-Presentation.pdf,"corporate governance social engagement in addition to the six focus topics, working conditions and standards public policy and political influence dhl group places particular importance on training and development taxes and economic impact respect for human rights in its sphere of data protection anti-corruption and bribery activity.",G,0.35721099340957363
DHL-Group-2023-ESG-Presentation.pdf,risk and crisis management competitive conduct reporting on fiscal year 2024 will include a materiality analysis conducted in line with eu low requirements.,G,0.2978025969865144
DHL-Group-2023-ESG-Presentation.pdf,climate and environmental protection focusing on ghg emissions 2.,E,0.4547908870673634
DHL-Group-2023-ESG-Presentation.pdf,employee engagement 3.,S,0.2625362572428806
DHL-Group-2023-ESG-Presentation.pdf,occupational safety and health 4.,S,0.42940801339124013
DHL-Group-2023-ESG-Presentation.pdf,diversity and inclusion 5.,S,0.6167245272623066
DHL-Group-2023-ESG-Presentation.pdf,external perspectives and expertise are contributed by the shareholders policymakers & sustainability advisory council (sac).,G,0.3312541440544499
DHL-Group-2023-ESG-Presentation.pdf,science society capital markets 1 stakeholder engagement guidelines (aa1000 standard).,G,0.28014552565216644
DHL-Group-2023-ESG-Presentation.pdf,other stakeholders crucial for dhl group 14 [page 15] approach focus of the esg roadmap three focus areas defined in line with the 2021 materiality analysis green solutions for sustainable logistics great company to work for all highly trusted company dhl group makes a positive contribution to society through its corporate citizenship programs.,E,0.2636992191836286
Deutsche Telekom-corporate-responsibility-report-2023.pdf,[page 1] corporate responsibility report 2023 [page 2] 2 inhalt this pdf document contains all information on accountability (“management & facts”) from deutsche telekom’s 2023 cr report.,G,0.3212236758834577
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"4 strategy 4 foreword 6 cr strategy & management 19 risks & opportunities 23 m ateriality 27 impact measurement 32 sustainable development goals 35 s takeholder management 39 c ompliance 45 h uman rights 48 p olitical advocacy 51 sustainability standards 56 a wards 61 economy 61 sustainable finance 74 suppliers 83 sustainable & innovative products 90 n etwork expansion 93 c ustomer satisfaction 95 c onsumer protection 98 data protection & data security 102 financial performance indicators 103 financial personnel indicators [page 3] 3 105 environment 105 climate protection & risks 115 c o₂e emissions 123 r enewable energy 125 energy consumption & efficiency 132 e nablement factor 134 c ircular economy 139 waste prevention, recycling & resource conservation 145 environmentally friendly products & services 148 m obility 151 e mployee initiatives 152 social 152 d igital society 169 voluntary & financial commitment 173 corporate culture & the workplace 178 e mployee relations 180 e mployee satisfaction 183 d iversity 189 demography & company pension scheme 191 training & development 197 occupational health & safety 201 headcount & part-time work 203 s taff restructuring 205 i deas management 207 a bout this report 212 i mprint 213 d isclaimer [page 4] management & facts 4 strategy foreword foreword dear readers, between war, inflation, and natural disasters, 2023 was another crisis-filled year.",E,0.3709518011675156
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"from 2024, we also intend to take account of scope 3 emissions in this – that is to say, the greenhouse gas emissions that are gener- yes, the challenges we face are complex and intertwined.",E,0.30696782439052667
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"for this to any organization that lobbies for transparency must also be willing happen, however, we need to learn to be more honest with each to have its own targets and activities audited by independent other and allow the big picture to emerge.",G,0.44894438937115444
Deutsche Telekom-corporate-responsibility-report-2023.pdf,the gold standard for climate protec- about our successes.,E,0.3163313643548232
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"this organization and – where necessary – also about our failures, embracing an checks whether companies’ climate goals are in line with the latest attitude of “radical transparency.” climate research and contribute to compliance with the paris agreement.",G,0.35533904993762966
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"i am delighted that this makes us the first dax we must seize the opportunities offered by ai, but without ignor- heavyweight to receive such a validation of its long-term and net ing the risks.",G,0.26164765699255094
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"for me, providing full information is an integral part of zero climate targets.",E,0.34391554225358945
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"this enables us to continue driving forward greener innova- solving social and ecological problems around the world, and will tions and products.",E,0.3398479422418022
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"however, sustainability must become an even ultimately be a major factor in our future economic growth.",E,0.38920634285667804
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"more integral part of our core business – for me, that also belongs to the concept of “radical transparency.” we also prioritize transparency when it comes to climate protec- tion.",G,0.3049234446814199
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"at deutsche telekom, we have set ourselves a vital target of achieving net zero emissions along our entire value chain by 2040.",E,0.4040628667605489
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"we have drawn up a transition plan for our journey to that goal that is designed to create transparency both within the company and externally, setting out what we have achieved in terms of climate protection and which activities have still to be launched.",E,0.2859169837953513
Deutsche Telekom-corporate-responsibility-report-2023.pdf,this sustainability report contains comprehensive information about where we stand as at 2023 and what we are planning for the future.,E,0.3983759280035711
Deutsche Telekom-corporate-responsibility-report-2023.pdf,our strict commitment to climate-neutral business practices: sustainability and social responsibility have been firm components we want to play a pioneering role on the way to a climate-neutral of our corporate activities for more than two decades.,E,0.3824109431257372
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in meeting today’s environmental, economic, and social chal- lenges.",E,0.26129356000520115
Deutsche Telekom-corporate-responsibility-report-2023.pdf,our determined efforts to ensure our products and services are compatible with the circular economy: we want to make almost all of our technologies and devices compatible with a circular econ- omy across the entire value chain by 2030.,E,0.2684313056168836
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"our pursuit of diversity, equity, and inclusion, as well as our investment in training for our employees: we want to provide a safe, supportive environment where we promote equity among people – across all dimensions of diversity.",S,0.6308021319043058
Deutsche Telekom-corporate-responsibility-report-2023.pdf," data protection, cybersecurity, and information security  a dependable corporate compliance and risk management system  application of the basic principles of digital responsibility  respect for human rights and the sustainable development of supply chains  investment based on environmental and social criteria and transparent communication about our activities in terms of ecological and social sustainability  an effective management structure for sustainability issues in the group reporting against standards our cr (corporate responsibility) strategy is derived from the global reporting initiative (gri) group strategy.",G,0.33487343754659626
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"it focuses on four key areas as well as good corpo-  gri 2-17 (general disclosures) rate governance in which we want to act as a role model: [page 7] management & facts 7 strategy cr strategy & management sustainability targets in remuneration corporate digital responsibility our investments in the network build-out make us one of the big- day in and day out, we see our world changing, at ever-faster gest investors in the industry.",G,0.3579242737245143
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"however, the network build-out is not to lead to an beginning of a development that we can no longer stop – and that increase in co₂ emissions and thus accelerate climate change.",E,0.3835734651767117
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"all enthusiasm notwithstanding, however, this reason, we use energy from renewable sources to decouple we shouldn’t head into the digital future blindly.",E,0.28335714311874244
Deutsche Telekom-corporate-responsibility-report-2023.pdf,as we move for- co₂ emissions from energy consumption.,E,0.4038751717343389
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the two non-financial performance indica- impacts, and to help shape the digitalization process in a positive tors “energy consumption” and “co₂ emissions” (scope 1 and 2) way.",E,0.3068716522962777
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"were incorporated into the variable component of our board of management’s remuneration in 2021, and in 2022 were also made throughout our cdr work, we take great care to ensure that all relevant for our international executives (excluding t-mobile us), processing of our customers’ personal data is carried out transpar- as well as all employees in germany not covered by collective ently and responsibly, in ways that also safeguard individual cus- agreements.",S,0.26352903220526674
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"further information about this area is available in our publications on data privacy, in our status report in the united states, we are forging ahead with the highly intensive on data privacy, and in our transparency report.",G,0.26817560169105287
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"whole, has covered 100 percent of its electricity requirements from renewable energy sources since 2021.",E,0.3500959482325502
Deutsche Telekom-corporate-responsibility-report-2023.pdf,we are in t-mobile us’ scope 1 carbon footprint owing to unforeseeable working to ensure that all people have equal opportunity to be a natural disasters and the associated temporary use of equipment part of the digital society.,E,0.3865706551125691
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"this step ensures that the right incentives are set for the board of management, executives, and all employees in germany not cov- upholding of human rights is a key element of responsible digitali- ered by collective agreements toward the sustainable develop- zation.",G,0.2592985925465638
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"we have also anchored the principle of digital responsibility sumption” and “co₂ emissions” (scope 1 and 2) will continue to be and participation in our code of human rights, which we updated set, managed, and reported for the entire group as before, includ- in 2023.",S,0.29027259320795734
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"due in particular to our responsibility, with a view to ensuring that human rights are the group-wide use of electricity from renewable energy sources, also respected within the sphere of influence that we have outside co₂ emissions (scope 1 and 2) are at a low level and dropped fur- of our group.",E,0.3273699876372601
Deutsche Telekom-corporate-responsibility-report-2023.pdf,ther as a result of our measures to 217 kt co₂e (prior year: 233 kt co₂e).,E,0.2666996118739559
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the values given for total energy consumption and scope 1 digital responsibility is also highly important with regard to envi- and scope 2 emissions are based in part on estimates, assump- ronmental and climate-protection issues.",E,0.32041624995808643
Deutsche Telekom-corporate-responsibility-report-2023.pdf,their own carbon footprints – and thereby contribute to climate protection.,E,0.4416384061711397
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in addition, to help our customers find sustainable reporting against standards solutions, we highlight products and services that are environmen- global reporting initiative (gri) tally and climate friendly.",E,0.2961742455485622
Deutsche Telekom-corporate-responsibility-report-2023.pdf,our “smart innovations” also [page 8] management & facts 8 strategy cr strategy & management contribute to society’s efforts to improve its ecological balance.,E,0.3247970532982268
Deutsche Telekom-corporate-responsibility-report-2023.pdf,we see our- selves as having a responsibility to implement ethics within tech- we record esg data as part of our cr controlling and reporting nologies and to make technologies accessible to everyone.,G,0.3667272623686395
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the non-financial deutsche telekom framework, which summarizes our views of dig- performance indicators “energy consumption” and “co₂ emis- ital responsibility.",E,0.29617050260490674
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"alongside the esg kpis, we also report other metrics and data with the aim of meeting internal and external transparency requirements.",G,0.27685615392655877
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in addition, we have developed an impact assessment method that allows us to measure and evaluate the environmental and social impact of selected products, solutions, and measures along the value chain.",E,0.2510946390502054
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"digital ethics, digital participation, the future of work, and climate protection and resources conservation.",E,0.3187155124338174
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"for the purpose of integrated financial and sustainability reporting, the kpis map all six types of capital (see diagram).",E,0.25838625405222165
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"contribution to the development of sustainability in the group and we now comprise four portfolio areas: cloud, digital, security are therefore also addressed in separate sections of the report.",E,0.3713203664881156
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"(in close collaboration with deutsche telekom security), and advisory (together with detecon as an advisory partner).",G,0.2562997338593008
Deutsche Telekom-corporate-responsibility-report-2023.pdf,we aim to make a positive contribu- portfolio that is designed to be innovative while at the same tion to sustainable development throughout our entire value chain.,E,0.30155816644076666
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"managing boards of legal entities responsible for implementation of strategy, instructions, and tar- gets within their own legal entities.",G,0.3797306557993808
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in this connection, they report to their own segments and carry out cr governance in keeping with business requirements.",G,0.32879823413393977
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"of the overall esg strategy, and regarding the status of individual goals and pertinent measures cr board group-wide body that advises on cr-strategy development, con- group corporate responsibility (gcr) sults with regard to group-wide positions, and coordinates imple- central competence center for strategy, strategic policies and pro- mentation of the cr strategy in the group units jects, specialist and procedural advising, external reporting, and stakeholder management cr data board a body that manages data acquisition and reporting processes segment leads / managers involving gcr, controlling and contracted service providers – responsible for implementation of strategy, specifications, and especially service providers contracted by dtse goals within the relevant segments; report on such implementa- tion to the group board of management; and flesh out the cr cr manager network strategy in keeping with business requirements group-wide platform for all staff responsible for cr in segments, legal entities, and functions, for the purposes of sharing know-how cr segment lead and experience and ensuring information is passed on quickly and the central contact person, with regard to cr issues, within the directly relevant segment.",G,0.2806859609658045
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"our board of management, which deliberates and decides on the key strategic guidance and objectives.",G,0.3326646682273634
Deutsche Telekom-corporate-responsibility-report-2023.pdf,the supervisory board [page 12] management & facts 12 strategy cr strategy & management advises and oversees the board of management in this task.,G,0.28380222791676624
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the our cr policy provides the formal, mandatory framework for the group corporate responsibility (gcr) department develops sustainability management activities at all group units at a global group-wide policies and guidelines with the goal of steadily level.",E,0.330403049281824
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"in 2022, in a move designed to further shore up the imple- advancing the corporate culture with regard to sustainable innova- mentation of our cr ambitions throughout the organization, we tion, environmentally friendly business practices, and social extensively developed the cr policy that has been in place since responsibility.",E,0.2540740368209687
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"since 2022, the chair of the board of management 2017.",G,0.2648838317656409
Deutsche Telekom-corporate-responsibility-report-2023.pdf,following its approval by the board of management in feb- has been responsible for gcr.,G,0.3317262727607495
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"as soon as the cr policy has been adopted in (dtse) in consolidating esg data and key figures comprehensively a legal entitity, that entity appoints its own official cr manager and integrating them centrally into the financial and management and cr controller.",G,0.2947059866819175
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the board of management is informed every quarter apparent – due to local legal requirements, for example – we work about the status of the most important sustainability kpis in the with the relevant individuals at the units affected who are respon- group performance report.",G,0.35846629702961047
Deutsche Telekom-corporate-responsibility-report-2023.pdf,the supervisory board is also regu- sible for making decisions and who are involved in the process to larly updated by gcr about the sustainability strategy and the develop a solution that satisfies the strategic key statements of progress that has been made in implementing it.,G,0.3349405821788686
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"if training workshop on the role of the supervisory board as part of a solution is not implemented within the agreed timeframe, dialog new sustainability requirements was held in 2023.",E,0.32255998221566323
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"ally, the global cr board was realigned in the reporting year as a group-wide committee and preparatory body for the board of reporting against standards management.",G,0.3237317394197239
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the cr segment controller helps to develop it comes to corporate responsibility, the segment’s environmental, the processes for recording, consolidating, and analyzing the esg social, and governance (esg) approach is guided by the aspiration kpis and helps to shape the management measures based on to create a connected world where everyone can thrive.",G,0.25048746146470185
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"the segment’s code of business conduct pro- sions, enhancing the coordination of social commitment on an vides clear expectations on workplace conduct standards and international level, implementing the design for all project, and legal guidelines.",S,0.2898131480783755
Deutsche Telekom-corporate-responsibility-report-2023.pdf,employees and officers must participate.,S,0.3376996215781176
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"this annual training includes topics, such as data security and privacy, anti-corrup- tion, harassment and discrimination, and non-retaliation, among others.",S,0.40182825882783174
Deutsche Telekom-corporate-responsibility-report-2023.pdf,enable employees to a training workshop on the role of the supervisory board as current organizational structure contribute to sustainability part of new sustainability requirements was held in 2023.,E,0.34008616175021533
Deutsche Telekom-corporate-responsibility-report-2023.pdf,training is also being offered for employees on specific measures to strengthen our corporate culture issues such as human rights and compliance.,S,0.516946822898024
Deutsche Telekom-corporate-responsibility-report-2023.pdf,our approach to training and development wour approach to protecting human rights further development of the revision in 2022.,S,0.4060162003748523
Deutsche Telekom-corporate-responsibility-report-2023.pdf,"publication of the company’s publication of the communication on progress, in july 2023 corporate digital responsibility “corporate digital responsibility” report contribute to the sustainable focus on 2, 3, 4, 5, 7, 8, 9, 11, 12, 13, 15, 16 our contribution to the sustainable development goals development goals (sdgs) measures and kpis relevant to sdgs reporting in accordance with in the year under review, the cr report was prepared in gri index the 2021 gri standards accordance with the 2021 gri standards.",E,0.31300302194069046
